libsigc++-3.0 3.6.0-1.1
libsixel 1.10.5-1.1
libslirp 4.9.1-1.1
libsm 1.2.6-1.1
libsndfile 1.2.2-3.1
libsodium 1.0.20-1.1
libsoup 2.74.3-3
libsoup3 3.6.5-1
libsoxr 0.1.3-4.1
libspectre 0.2.12-2.1
libspeechd 0.12.1-1.1
libspelling 0.4.8-1.1
libspiro 1:20240903-1.1
libspnav 1.2-1.1
libsrtp 1:2.7.0-1.1
libssh 0.11.1-1.1
libssh2 1.11.1-1.1
libstemmer 3.0.1-1.1
libsynctex 2025.2-1.1
libsysprof-capture 48.0-5
libtasn1 4.20.0-1.1
libteam 1.32-2.1
libthai 0.1.29-3.1
libtheora 1.2.0-1.1
libtiff 4.7.0-1.1
libtiff4 3.9.7-6
libtirpc 1.3.6-2.1
libtommath 1.3.0-1.1
libtool 2.5.4+r23+g5b582aed-2
libtraceevent 1:1.8.4-1.1
libtracefs 1.8.2-1.1
libudev0-shim 2-1.1
libunibreak 6.1-1.1
libunistring 1.3-1.1
libunwind 1.8.1-3.1
liburcu 0.15.1-1.1
liburing 2.9-1.1
libusb 1.0.29-1.1
libusbmuxd 2.1.0-1.1
libutf8proc 2.10.0-1.1
libuv 1.51.0-1.1
libva 2.22.0-1.1
libva-nvidia-driver 0.0.13-1.2
libvdpau 1.5-3.1
libverto 0.3.2-5.1
libvirt 1:11.4.0-1.1
libvirt-glib 5.0.0-3.2
libvncserver 0.9.14-4.1
libvorbis 1.3.7-4.1
libvpl 2.15.0-1.1
libvpx 1.15.0-1.1
libvpx1.3 1.3.0-3
libvterm 0.3.3-2.1
libwacom 2.15.0-2
libwbclient 2:4.22.1-1.1
libwebp 1.5.0-1.1
libwireplumber 0.5.10-1.1
libwmf 0.2.13-4.1
libwnck3 43.2-1.1
libx11 1.8.12-1.1
libx86emu 3.7-1.1
libxau 1.0.12-1.1
libxcb 1.17.0-1.1
libxcomposite 0.4.6-2.1
libxcrypt 4.4.38-1.1
libxcrypt-compat 4.4.38-1.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.6-2.1
libxdmcp 1.1.5-1.1
libxdp 1.5.4-1.1
libxext 1.3.6-1.1
libxfixes 6.0.1-2.1
libxfont2 2.0.7-1.1
libxft 2.3.9-1.1
libxi 1.8.2-1.1
libxinerama 1.1.5-2.1
libxkbcommon 1.10.0-1.1
libxkbcommon-x11 1.10.0-1.1
libxkbfile 1.1.3-1.1
libxml2 2.14.3-1.1
libxmlb 0.3.22-1.1
libxmp 4.6.3-1.1
libxmu 1.2.1-1.1
libxnvctrl 575.57.08-2
libxpm 3.5.17-2.1
libxpresent 1.0.1-2.1
libxrandr 1.5.4-1.1
libxrender 0.9.12-1.1
libxres 1.2.2-2.1
libxshmfence 1.3.3-1.1
libxslt 1.1.43-2.1
libxss 1.2.4-2.1
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxxf86vm 1.1.6-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.4-1.1
licenses 20240728-1
lilv 0.24.26-1
linux-api-headers 1:6.14-2
linux-cachyos 6.15.1-3
linux-cachyos-headers 6.15.1-3
linux-cachyos-nvidia 6.15.1-3
linux-firmware 20250508.788aadc8-2
linux-firmware-whence 20250508.788aadc8-2
lld 19.1.7-1.1
llhttp 9.2.1-2.1
llvm 19.1.7-3
llvm-libs 19.1.7-3
lm_sensors 1:3.6.2-1.1
lmdb 0.9.33-1.1
localsearch 3.9.0-3
log4cplus 2.1.0-2.1
logrotate 3.22.0-1.1
loupe 48.1-1.1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.4-1.1
lsscsi 0.32-2.1
lua 5.4.7-1.1
lua51-lpeg 1.1.0-3
luajit 2.1.1748459687-1.1
lutris 0.5.19-5
lv2 1.18.10-1
lvm2 2.03.32-1.1
lz4 1:1.10.0-3
lzo 2.10-5.1
m4 1.4.20-1.1
mailcap 2.1.54-2
make 4.4.1-2.1
malcontent 0.13.0-1.1
man-db 2.13.1-1.1
man-pages 6.14-1
mangohud 0.8.1-1.1
materialx 1.38.10-6.1
mbedtls 3.6.3-1
md4c 0.5.2-1.1
mdadm 4.4-1
media-player-info 26-1
mesa 1:25.1.2-2
mesa-utils 9.0.0-6.1
meson 1.8.1-1
minizip 1:1.3.1-2.1
minizip-ng 4.0.10-1.1
mjpegtools 2.2.1-2.1
mkinitcpio 39.2-4
mkinitcpio-busybox 1.36.1-1.1
mlt 7.32.0-1.1
mobile-broadband-provider-info 20240407-1
mod_dnssd 0.6-9.1
modemmanager 1.24.0-1.1
mpdecimal 4.0.1-1.1
mpfr 4.2.2-1.1
mpg123 1.32.10-1.1
mpv 1:0.40.0-3.1
msgpack-c 6.1.0-2.1
msgraph 0.3.3-1.1
mtdev 1.1.7-1.1
mtools 1:4.0.48-1.1
mujs 1.3.6-1.1
mutter 48.3.1-1.1
mypaint-brushes1 1.3.1-2
nano 8.4-1.1
nano-syntax-highlighting 2022.11.02.r102.gbb94603-1
nautilus 48.2-1.1
ncurses 6.5-4.1
ndctl 79-1.1
neon 0.34.2-1.1
neovim 0.11.2-3.1
net-snmp 5.9.4-6.1
netctl 1.29-2
nettle 3.10.1-1
networkmanager 1.52.0-1
networkmanager-openvpn 1.12.0-1.1
nfs-utils 2.8.3-2.1
nfsidmap 2.8.3-2.1
nftables 1:1.1.3-1.1
nilfs-utils 2.2.11-1.1
ninja 1.12.1-2.1
nodejs 23.11.0-2
noto-color-emoji-fontconfig 1.0.0-2
noto-fonts 1:2025.06.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.047-1
npth 1.8-1.1
nspr 4.36-1.1
nss 3.112-1.1
nss-mdns 0.15.1-2.1
ntp 4.2.8.p18-3
numactl 2.0.19-1
nushell 0.104.1-1.1
nvidia-settings 575.57.08-2
nvidia-utils 575.57.08-2
nvm 0.40.3-1
obs-studio 31.0.3-2.1
ocl-icd 2.3.3-1.1
octopi 0.17.0-2
oh-my-zsh-git r7425.7ed475cb5-1
onetbb 2022.1.0-1.1
oniguruma 6.9.10-1.1
onlyoffice-bin 8.3.3-2
openal 1.24.3-1.1
opencl-nvidia 575.57.08-2
opencolorio 2.4.2-1.1
opencore-amr 0.1.6-2.1
opendesktop-fonts 1.4.2-7
openexr 3.3.3-1.1
openh264 2.6.0-1.1
openimagedenoise 2.3.3-2
openimageio 3.0.5.0-1.1
openjpeg2 2.5.3-1
openpgl 0.7.0-1.1
openshadinglanguage 1.14.5.0-1.1
openssh 10.0p1-3.1
openssl 3.5.0-1.1
openssl-1.1 1.1.1.w-2.1
opensubdiv 3.6.0-2.1
opentimelineio 0.17.0-2.1
openvdb 12.0.1-2.1
openvpn 2.6.14-1.1
openxr 1.1.43-1.1
opus 1.5.2-1.1
opusfile 0.12-4.1
orc 0.4.41-1.1
orca 48.1-1
osinfo-db 20250124-1
ostree 2025.2-2.1
oxker 0.10.3-1
p11-kit 0.25.5-1.1
pacman 7.0.0.r6.gc685ae6-5
pacman-contrib 1.11.0-1.1
pacman-mirrorlist 20250522-1
pacutils 0.15.0-2
pahole 1:1.30-1.1
pam 1.7.0-2.1
pambase 20230918-2
pango 1:1.56.3-1.1
pangomm-2.48 2.56.1-1.2
parallel 20250522-1
parted 3.6-2.1
paru 2.0.4-1
patch 2.8-1
pavucontrol 1:6.1-1.1
pciutils 3.13.0-2.1
pcre 8.45-4.1
pcre2 10.45-1.1
pcsclite 2.3.3-1.1
perl 5.40.2-1.1
perl-clone 0.47-1.1
perl-encode-locale 1.05-13
perl-error 0.17030-1
perl-file-listing 6.16-4
perl-html-parser 3.83-1.1
perl-html-tagset 3.24-2
perl-http-cookiejar 0.014-3
perl-http-cookies 6.11-2
perl-http-daemon 6.16-4
perl-http-date 6.06-3
perl-http-message 7.00-1
perl-http-negotiate 6.01-14
perl-io-html 1.004-6
perl-libwww 6.78-1
perl-lwp-mediatypes 6.04-6
perl-mailtools 2.22-1
perl-net-http 6.23-4
perl-timedate 2.33-7
perl-try-tiny 0.32-2
perl-uri 5.31-1
perl-www-robotrules 6.02-14
perl-xml-parser 2.47-2.1
perl-xml-writer 0.900-4
phodav 3.0-4.1
pika-backup 0.7.4-1.1
pinentry 1.3.1-5.1
pipewire 1:1.4.5-1.1
pipewire-alsa 1:1.4.5-1.1
pipewire-audio 1:1.4.5-1.1
pipewire-pulse 1:1.4.5-1.1
pixman 0.46.0-1.1
pkcs11-helper 1.30.0-2.1
pkgconf 2.4.3-1.1
pkgfile 24-1.1
plocate 1.1.23-1.1
plymouth 24.004.60-10.1
polkit 126-2.1
polkit-qt6 0.200.0-1
poppler 25.05.0-1.1
poppler-data 0.4.12-2
poppler-glib 25.05.0-1.1
poppler-qt6 25.05.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-3.1
potrace 1.16-3.1
power-profiles-daemon 0.30-2
powerline-fonts 2.8.4-3.1
ppp 2.5.2-1.1
presenterm 0.14.0-1.1
procps-ng 4.0.5-3.1
protobuf 31.0-2.1
protobuf-c 1.5.2-3.1
proton-cachyos 1:10.0.20250601-1
protontricks 1.12.1-1
psmisc 23.7-1.1
ptex 2.4.3-1.1
pugixml 1.15-2.1
purpose 6.14.0-1.1
pv 1.9.31-1.1
pybind11 2.13.6-2
pyside6 6.9.1-1.1
pystring 1.1.4-2.1
python 3.13.3-2
python-aaf2 1.7.1-3
python-annotated-types 0.7.0-2
python-antlr4 4.13.2-2
python-argcomplete 3.5.3-1
python-attrs 24.1.0-1
python-autocommand 2.2.2-7
python-beautifulsoup4 4.13.3-1
python-cairo 1.28.0-1.1
python-certifi 2025.04.26-1
python-charset-normalizer 3.4.2-1
python-contourpy 1.3.2-1.1
python-cycler 0.12.1-3
python-dateutil 2.9.0-6
python-dbus 1.4.0-1
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-evdev 1.9.0-1.1
python-fasteners 0.19-4
python-fonttools 4.58.1-1.1
python-gobject 3.52.3-3
python-greenlet 3.2.1-1.1
python-idna 3.10-2
python-injector 0.22.0-1
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jinja 1:3.1.6-1
python-kiwisolver 1.4.6-1.1
python-lxml 5.4.0-1.1
python-markupsafe 3.0.2-1.1
python-matplotlib 3.10.3-1
python-moddb 0.12.0-1
python-more-itertools 10.7.0-1
python-msgpack 1.0.5-3.1
python-numpy 2.2.6-1
python-opengl 3.1.7-2
python-orjson 3.10.18-1.1
python-outcome 1.3.0.post0-5
python-packaging 25.0-1
python-pid 3.0.4-4
python-pillow 11.2.1-1
python-platformdirs 4.3.6-2
python-psutil 7.0.0-1.1
python-pydantic 2.11.5-1
python-pydantic-core 2:2.33.2-2.1
python-pyfuse3 3.4.0-3.1
python-pynvim 0.5.2-1
python-pyparsing 3.2.3-1
python-pyxdg 0.28-4
python-requests 2.32.3-4
python-semantic-version 2.10.0-7
python-setproctitle 1.3.5-1.1
python-setuptools 1:80.9.0-1
python-six 1.17.0-1
python-sniffio 1.3.1-4
python-sortedcontainers 2.4.0-7
python-soupsieve 2.6-2
python-systemd 235-4.1
python-tomlkit 0.13.3-1
python-tqdm 4.67.1-2
python-transitions 0.9.2-2
python-trio 0.30.0-1
python-typeguard 4.4.2-1
python-typing-inspection 0.4.1-1
python-typing_extensions 4.13.2-1
python-urllib3 2.4.0-1
python-vdf 4.0-2
python-watchdog 6.0.0-1
python-wheel 0.45.1-1
python-yaml 6.0.2-2.1
qca-qt6 2.3.10-2
qemu-audio-alsa 10.0.0-5
qemu-audio-dbus 10.0.0-5
qemu-audio-jack 10.0.0-5
qemu-audio-oss 10.0.0-5
qemu-audio-pa 10.0.0-5
qemu-audio-pipewire 10.0.0-5
qemu-audio-sdl 10.0.0-5
qemu-audio-spice 10.0.0-5
qemu-base 10.0.0-5
qemu-block-curl 10.0.0-5
qemu-block-dmg 10.0.0-5
qemu-block-nfs 10.0.0-5
qemu-block-ssh 10.0.0-5
qemu-chardev-spice 10.0.0-5
qemu-common 10.0.0-5
qemu-desktop 10.0.0-5
qemu-hw-display-qxl 10.0.0-5
qemu-hw-display-virtio-gpu 10.0.0-5
qemu-hw-display-virtio-gpu-gl 10.0.0-5
qemu-hw-display-virtio-gpu-pci 10.0.0-5
qemu-hw-display-virtio-gpu-pci-gl 10.0.0-5
qemu-hw-display-virtio-gpu-pci-rutabaga 10.0.0-5
qemu-hw-display-virtio-gpu-rutabaga 10.0.0-5
qemu-hw-display-virtio-vga 10.0.0-5
qemu-hw-display-virtio-vga-gl 10.0.0-5
qemu-hw-display-virtio-vga-rutabaga 10.0.0-5
qemu-hw-uefi-vars 10.0.0-5
qemu-hw-usb-host 10.0.0-5
qemu-hw-usb-redirect 10.0.0-5
qemu-hw-usb-smartcard 10.0.0-5
qemu-img 10.0.0-5
qemu-system-x86 10.0.0-5
qemu-system-x86-firmware 10.0.0-5
qemu-ui-curses 10.0.0-5
qemu-ui-dbus 10.0.0-5
qemu-ui-egl-headless 10.0.0-5
qemu-ui-gtk 10.0.0-5
qemu-ui-opengl 10.0.0-5
qemu-ui-sdl 10.0.0-5
qemu-ui-spice-app 10.0.0-5
qemu-ui-spice-core 10.0.0-5
qemu-vhost-user-gpu 10.0.0-5
qhull 2020.2-5.1
qpdf 12.2.0-1.1
qqc2-desktop-style 6.14.0-1.1
qrencode 4.1.1-4.1
qt-sudo 2.0.1-1
qt5-base 5.15.17+kde+r122-1.1
qt5-declarative 5.15.17+kde+r21-1.1
qt5-location 5.15.17+kde+r7-1.1
qt5-quickcontrols 5.15.17-1.1
qt5-quickcontrols2 5.15.17+kde+r5-1.1
qt5-translations 5.15.17-1
qt5-webchannel 5.15.17+kde+r3-1.1
qt5-webengine 5.15.19-2
qt6-5compat 6.9.1-1.1
qt6-base 6.9.1-1.1
qt6-declarative 6.9.1-1.1
qt6-multimedia 6.9.1-1.1
qt6-multimedia-ffmpeg 6.9.1-1.1
qt6-networkauth 6.9.1-1.1
qt6-positioning 6.9.1-1.1
qt6-shadertools 6.9.1-1.1
qt6-speech 6.9.1-1.1
qt6-svg 6.9.1-1.1
qt6-translations 6.9.1-1
qt6-wayland 6.9.1-1.1
qt6-webchannel 6.9.1-1.1
qt6-webengine 6.9.1-1.1
qt6pas 6.2.8-1.1
qtermwidget 2.2.0-1.1
raptor 2.0.16-7.1
rate-mirrors 0.20.0-2
rav1e 0.7.1-1.1
re2 1:20240702-5.1
readline 8.2.013-2.1
rebuild-detector 4.4.5-1
refind 0.14.2-1.1
refind-btrfs 0.6.3-2
refine 0.5.9-1
reflector 2023-3
ripgrep 14.1.1-2
rnnoise 1:0.2-1.1
rpcbind 1.2.7-2.1
rsync 3.4.1-2.1
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1.1
rubberband 4.0.0-1.1
run-parts 5.22-1.1
runc 1.3.0-1.1
rust 1:1.87.0-1.1
rutabaga-ffi 0.1.6-2.1
rygel 1:0.44.2-3.1
s-nail 14.9.25-1.1
sane 1.4.0-1.1
sbc 2.0-2.1
scx-manager 1.14.5-1
scx-scheds 1.0.12-3
sd 1.0.0-1.1
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.56-1.1
sdl2_image 2.8.8-1.1
sdl2_mixer 2.8.1-2.1
sdl2_ttf 2.24.0-1.2
sdl3 3.2.16-1.1
sdl_image 1.2.12-9.1
sdl_mixer 1.2.12-12
sdl_ttf 2.0.11-7.1
seabios 1.16.3-1
seatd 0.9.1-1.1
sed 4.9-3.1
serd 0.32.4-1.1
sg3_utils 1.48-1.1
shaderc 2025.2-2.1
shadow 4.17.4-1.1
shared-mime-info 2.4-2.1
shiboken6 6.9.1-1.1
signon-kwallet-extension 25.04.1-1.1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3.1
signond 8.61-3.1
simple-scan 48.1-1.1
slang 2.3.3-3.1
smartmontools 7.5-1.1
smbclient 2:4.22.1-1.1
snapper 0.12.2-4.1
snappy 1.2.2-2.1
snapshot 48.0.1-1.1
sof-firmware 2025.01.1-1
solid 6.14.0-1.1
sonnet 6.14.0-1.1
sord 0.16.18-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
spandsp 0.0.6-5
spdlog 1.15.3-1.1
speech-dispatcher 0.12.1-1.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spice 0.16.0-1.1
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spirv-tools 1:1.4.313.0-1.1
sqlite 3.50.0-1
sratom 0.6.18-1.1
srt 1.5.4-1.1
startup-notification 0.12-8.2
steam 1.0.0.82-2
steam-native-runtime 1.0.0.75-4
stremio 4.4.168-2
sudo 1.9.16.p2-2.1
suitesparse 7.10.3-1.1
sushi 46.0-2.1
svt-av1 3.0.2-2
svt-hevc 1.5.1-3.1
syndication 6.14.0-1.1
sysfsutils 2.1.1-2.1
systemd 257.6-1
systemd-libs 257.6-1
systemd-resolvconf 257.6-1
systemd-sysvcompat 257.6-1
taglib 2.1-1.1
talloc 2.4.3-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.13-1.1
tealdeer 1.7.2-1.1
tecla 48.0.2-1.1
tevent 1:0.16.2-1.1
texinfo 7.2-1.1
thin-provisioning-tools 1.1.0-1.1
thunderbird 139.0.1-1.1
tinysparql 3.9.2-2
totem 43.2-1.1
totem-pl-parser 3.26.6+r30+g51b8439-2.1
tpm2-tss 4.1.3-1.1
tree-sitter 0.25.6-1.1
tree-sitter-c 0.24.1-1.1
tree-sitter-lua 0.4.0-1.1
tree-sitter-markdown 0.5.0-1.1
tree-sitter-query 0.6.1-1.1
tree-sitter-vim 0.6.0-1.1
tree-sitter-vimdoc 4.0.0-1.1
tslib 1.23-1.1
ttf-bitstream-vera 1.10-16
ttf-carlito 20230509-2
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-nerd 3.4.0-1
ttf-jetbrains-mono 2.304-2
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-1
ttf-opensans 3.003-1
ttf-roboto 3.011-1
twolame 0.4.0-4.1
typescript 5.8.3-1
tzdata 2025b-1.1
uchardet 0.0.8-3.1
udisks2 2.10.1-5.1
ufw 0.36.2-5
unibilium 2.1.2-1.1
unrar 1:7.1.6-1.1
unzip 6.0-22.1
upower 1.90.9-1.1
usb_modeswitch 2.6.2-1.1
usbmuxd 1.1.1-4.1
usbredir 0.15.0-1.1
usbutils 018-1.1
usd 25.02.a-2.1
uthash 2.3.0-2
util-linux 2.41-4.1
util-linux-libs 2.41-4.1
v4l-utils 1.30.1-1.1
vapoursynth R70-2.1
vde2 2.3.3-6.1
vesktop 1.5.6-1
vi 1:070224-6
vid.stab 1.1.1-2.1
vim 9.1.1431-1.1
vim-runtime 9.1.1431-1.1
virglrenderer 1.1.1-1.1
virtiofsd 1.13.1-1.1
vmaf 3.0.0-1.1
volume_key 0.3.12-10.1
vte-common 0.80.2-1.1
vte3 0.80.2-1.1
vte4 0.80.2-1.1
vulkan-icd-loader 1.4.313.0-1.1
vulkan-radeon 1:25.1.2-2
vulkan-tools 1.4.313.0-1.1
wavpack 5.8.1-1.1
wayland 1.23.1-2.1
webkit2gtk-4.1 2.48.3-1
webkitgtk-6.0 2.48.3-1.1
webp-pixbuf-loader 0.2.7-1.1
webrtc-audio-processing-1 1.3-5.1
wezterm 20240203.110809.5046fc22-2.1
wget 1.25.0-2.1
which 2.23-1.1
whois 5.6.1-1.1
wildmidi 0.4.6-1.1
wine 10.9-2
wine-cachyos-opt 2:10.0.20250601-1
winetricks 20250102-1
wireless-regdb 2025.02.20-1
wireplumber 0.5.10-1.1
wl-clipboard 1:2.2.1-2.1
woff2 1.0.2-6.1
wolfssl 5.8.0-1
wpa_supplicant 2:2.11-3.1
wqy-zenhei 0.9.45-10
wsdd 0.9-1
x264 3:0.164.r3108.31e19f9-2.1
x265 4.0-1.1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2.1
xcb-util-cursor 0.1.5-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xclip 0.13-6.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.20.3-1.1
xdg-desktop-portal-gnome 48.0-2.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-user-dirs 0.18-2.1
xdg-user-dirs-gtk 0.14-1.1
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1.1
xf86-video-amdgpu 23.0.0-2.1
xfsprogs 6.14.0-1
xkeyboard-config 2.44-1
xl2tpd 1.3.19-1.1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.16-1.1
xorg-server-common 21.1.16-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-xauth 1.1.4-1.1
xorg-xdpyinfo 1.3.4-2.1
xorg-xinit 1.4.4-1.1
xorg-xinput 1.6.4-2.1
xorg-xkbcomp 1.4.7-1.1
xorg-xkill 1.0.6-2.1
xorg-xmodmap 1.0.11-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xset 1.2.5-2.1
xorg-xwayland 24.1.6-1.1
xorgproto 2024.1-2
xsel 1.2.1-2.1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.1-2
yaml-cpp 0.8.0-2.1
yelp 42.2-4.1
yelp-xsl 42.1-3
yyjson 0.11.1-1.1
zbar 0.23.93-4.1
zen-browser-bin 1.12.10b-2
zenity 4.1.90-1.1
zeromq 4.3.5-2.1
zimg 3.0.5-1.1
zix 0.6.2-1.1
zlib-ng 2.2.4-2
zlib-ng-compat 2.2.4-2
zoxide 0.9.8-2.1
zram-generator 1.2.1-1.1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-completions 0.35.0-2
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k 1.20.15-1
zstd 1.5.7-3
zvbi 0.2.44-1.1
zxing-cpp 2.3.0-5.1
